model,AIC,k,n_obs,AICc,PC,region,TraitSet,DeltaAICc,Weight
OU,57.54353058625189,1,343,57.555260791530486,morphoPC7,EPO,Morphology,2.777345747572319,0.1433518182630727
OUM_Diet,60.26787037385983,5,343,60.44591191688654,morphoPC7,EPO,Morphology,5.66799687292837,0.033783628243608615
OUM_Habitat,60.546070011287284,4,343,60.664413206553554,morphoPC7,EPO,Morphology,5.886498162595387,0.030287214774148027
OUM_Symbiosis,58.82939314216947,4,343,58.94773633743574,morphoPC7,EPO,Morphology,4.169821293477575,0.07145473007524429
DDlin,63.490655705657844,3,343,63.56145216583484,morphoPC7,EPO,Morphology,8.78353712187667,0.007115006813586061
DDexp,57.58748032812055,3,343,57.65827678829754,morphoPC7,EPO,Morphology,2.8803617443393748,0.13615499119079036
MC,68.8125855225972,3,343,68.8833819827742,morphoPC7,EPO,Morphology,14.10546693881603,4.972020882712793e-4
WN,84.08882942942151,1,343,84.1005596347001,morphoPC7,AO,Morphology,5.523923148642126,0.018764380147595818
BM,84.1626947218329,1,343,84.1744249271115,morphoPC7,AO,Morphology,5.597788441053524,0.01808400332807751
EB,86.64148824752709,1,343,86.65321845280569,morphoPC7,AO,Morphology,8.07658196674771,0.005236382988513011
OU,80.0245597799868,1,343,80.0362899852654,morphoPC7,AO,Morphology,1.4596534992074197,0.14317894683217564
OUM_Diet,80.22196793832282,5,343,80.40000948134953,morphoPC7,AO,Morphology,1.8233729952915496,0.11937090282746249
OUM_Habitat,87.59293731912298,6,343,87.84293731912298,morphoPC7,AO,Morphology,9.266300833065003,0.002888598849690501
OUM_Symbiosis,78.4582932907917,4,343,78.57663648605798,morphoPC7,AO,Morphology,0,0.29705638640355186
DDlin,80.48462335593386,3,343,80.55541981611086,morphoPC7,AO,Morphology,1.9787833300528774,0.11044639708046072
DDexp,78.62489320702046,3,343,78.69568966719746,morphoPC7,AO,Morphology,0.11905318113947772,0.27988964022568563
MC,86.64134513348095,3,343,86.71214159365795,morphoPC7,AO,Morphology,8.135505107599968,0.0050843613167868415
WN,351.1306561224823,1,343,351.1423863277609,morphoPC8,IO,Morphology,10.006199776527808,0.005053550011971949
BM,450.57564551677075,1,343,450.58737572204933,morphoPC8,IO,Morphology,109.45118917081624,1.2864458034393908e-24
EB,452.68760158964415,1,343,452.6993317949227,morphoPC8,IO,Morphology,111.56314524368963,4.474928085299355e-25
OU,346.56814944252574,1,343,346.5798796478043,morphoPC8,IO,Morphology,5.443693096571224,0.04946890591993003
OUM_Diet,345.25883287396516,5,343,345.4368744169919,morphoPC8,IO,Morphology,4.300687865758789,0.0876057753454291
OUM_Habitat,347.2568431266809,7,343,347.59117148488986,morphoPC8,IO,Morphology,6.45498493365676,0.029835483016058404
OUM_Symbiosis,340.9581450082064,5,343,341.1361865512331,morphoPC8,IO,Morphology,0,0.7523418867347866
DDlin,413.5583553391233,3,343,413.6291517993003,morphoPC8,IO,Morphology,72.49296524806721,1.3638538998511272e-16
DDexp,345.65836346975107,3,343,345.7291599299281,morphoPC8,IO,Morphology,4.592973378694978,0.07569439897182378
MC,452.6868827042623,3,343,452.7576791644393,morphoPC8,IO,Morphology,111.62149261320621,4.3462638740140335e-25
WN,573.5199709795705,1,343,573.5317011848491,morphoPC8,IAA,Morphology,11.168994321915193,0.0023103340690411914
BM,665.9360929356307,1,343,665.9478231409092,morphoPC8,IAA,Morphology,103.58511627797532,1.9759178302131973e-23
EB,667.9968145032491,1,343,668.0085447085277,morphoPC8,IAA,Morphology,105.64583784559375,7.051619619808334e-24
OU,564.9530949505001,1,343,564.9648251557787,morphoPC8,IAA,Morphology,2.602118292844807,0.1674743402922951
OUM_Diet,567.3057460541456,5,343,567.4837875971723,morphoPC8,IAA,Morphology,5.121080734238376,0.047529421844911685
OUM_Habitat,565.7928719559033,7,343,566.1272003141122,morphoPC8,IAA,Morphology,3.764493451178282,0.0936573180208968
OUM_Symbiosis,566.4239834954005,5,343,566.6020250384272,morphoPC8,IAA,Morphology,4.239318175493281,0.07386434283690388
DDlin,607.2967002073226,3,343,607.3674966674996,morphoPC8,IAA,Morphology,45.00478980456569,1.0383054843314754e-10
DDexp,562.2919104027569,3,343,562.3627068629339,morphoPC8,IAA,Morphology,0,0.6151642428321208
MC,667.9961007340398,3,343,668.0668971942168,morphoPC8,IAA,Morphology,105.70419033128292,6.8488522322638e-24
WN,354.9223528143612,1,343,354.9340830196398,morphoPC8,CPO,Morphology,0.4779257598715958,0.3139680579396723
BM,478.6591230947417,1,343,478.67085330002027,morphoPC8,CPO,Morphology,124.21469604025208,4.244115516190775e-28
EB,480.75756278956914,1,343,480.7692929948477,morphoPC8,CPO,Morphology,126.31313573507953,1.486335346865934e-28
OU,354.4444270544896,1,343,354.4561572597682,morphoPC8,CPO,Morphology,0,0.39871789404776875
OUM_Diet,358.1476021456375,5,343,358.32564368866423,morphoPC8,CPO,Morphology,3.869486428896039,0.05759932909137257
OUM_Habitat,359.61571989542927,6,343,359.86571989542927,morphoPC8,CPO,Morphology,5.409562635661075,0.02666822592629143
OUM_Symbiosis,358.0360783814506,5,343,358.2141199244773,morphoPC8,CPO,Morphology,3.7579626647091118,0.06090241334992388
DDlin,433.68354181039194,3,343,433.75433827056895,morphoPC8,CPO,Morphology,79.29818101080076,2.405938422395417e-18
DDexp,356.44818669114943,3,343,356.51898315132644,morphoPC8,CPO,Morphology,2.062825891558248,0.14214407964497108
MC,480.75682546044794,3,343,480.82762192062495,morphoPC8,CPO,Morphology,126.37146466085676,1.44361318734489e-28
WN,60.63902210661824,1,343,60.65075231189684,morphoPC8,EPO,Morphology,0,0.600234240455579
BM,77.35252496125835,1,343,77.36425516653695,morphoPC8,EPO,Morphology,16.71350285464011,1.4093852909470868e-4
EB,80.14682404786468,1,343,80.15855425314328,morphoPC8,EPO,Morphology,19.50780194124644,3.4854222366070255e-5
OU,63.43313732375401,1,343,63.44486752903261,morphoPC8,EPO,Morphology,2.7941152171357686,0.14845210355307276
OUM_Diet,68.86291538138882,5,343,69.040956924415525,morphoPC8,EPO,Morphology,8.390204612518687,0.009045050242240895
OUM_Habitat,64.96792332925834,4,343,65.08626652452462,morphoPC8,EPO,Morphology,4.43551421262778,0.0653372863098719
OUM_Symbiosis,66.42569337848128,4,343,66.54403657374756,morphoPC8,EPO,Morphology,5.893284261850724,0.03152175205239643
DDlin,74.04665366780242,3,343,74.11745012797941,morphoPC8,EPO,Morphology,13.466697816082572,7.146024333175e-4
DDexp,63.42823986153572,3,343,63.499036321712715,morphoPC8,EPO,Morphology,2.8482840098158775,0.14448532927375568
MC,80.14664623960499,3,343,80.21744269978198,morphoPC8,EPO,Morphology,19.566690387885146,3.384292830495185e-5
WN,94.88605735718468,1,343,94.89778756246328,morphoPC8,AO,Morphology,0,0.40657198360676494
BM,123.80591860805427,1,343,123.81764881333287,morphoPC8,AO,Morphology,28.919861250869587,2.1343683354642197e-7
EB,126.28478265186708,1,343,126.29651285714567,morphoPC8,AO,Morphology,31.398725294682393,6.180034242941448e-8
OU,96.0780923353124,1,343,96.089822540591,morphoPC8,AO,Morphology,1.1920349781277224,0.22402183072284548
OUM_Diet,100.84661907095023,5,343,101.02466061397693,morphoPC8,AO,Morphology,6.126873051513655,0.018997824431353463
OUM_Habitat,100.47622396202757,6,343,100.72622396202757,morphoPC8,AO,Morphology,5.828436399564296,0.02205507634164441
OUM_Symbiosis,98.09991540986667,4,343,98.21825860513295,morphoPC8,AO,Morphology,3.3204710426696664,0.07728697742501987
DDlin,114.5063968155099,3,343,114.5771932756869,morphoPC8,AO,Morphology,19.679405713223616,2.1667499460440675e-5
DDexp,95.79125421894459,3,343,95.86205067912158,morphoPC8,AO,Morphology,0.9642631166583016,0.2510443047303405
MC,126.28466526253767,3,343,126.35546172271467,morphoPC8,AO,Morphology,31.457674160251386,6.000539486476753e-8
